comment_counter,comment_text,clear_comment_spell,Sign_sen_str,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,word_count,sd,ave_sentiment
source1_32013536_17,I KNEW they were going to trot this absurd charge out. You racist Canadians are preventing wealthy Chinese from using your homes as vehicles for speculation! How dare you! Sit back and have your children priced out of the market for HOMES like good little complacent Canadians!,I KNEW going trot absurd charge You racist Canadians preventing wealthy Chinese using homes vehicles speculation How dare Sit back children priced market HOMES like good little complacent Canadians,"c(""anticipation"", ""trust"")",0,1,0,0,0,0,0,1,47,0.120378027,-0.083463289
source1_32013536_18,"Is China's refusal to allow Vancouverites to buy property in Shanghai, Beijing and other parts of China RACIST?",Is China refusal allow Vancouverites buy property Shanghai Beijing parts China RACIST,0,0,0,0,0,0,0,0,0,18,0,-0.294627825
source1_32013536_20,The professor lost all credibility by starting his piece with this line:'... introduction of the 15-per-cent tax followed several years of news stories decrying the alleged effect of buyers from Mainland China on affordability in the Vancouver housing market...'What?'alleged effect of buyers from Mainland China on affordability''ALLEGED'?Hello?That is like saying that it is alleged that Vancouver is located near mountains and it is alleged that Vancouver is located on the Pacific coast.,The professor lost credibility starting piece line introduction 15 per cent tax followed several years news stories decrying alleged effect buyers Mainland China affordability Vancouver housing market What alleged effect buyers Mainland China affordability ALLEGED Hello That like saying alleged Vancouver located near mountains alleged Vancouver located Pacific coast,0,0,0,0,0,0,0,0,0,78,0.097426038,0.063748415
source1_32013536_26,"i'm all for measures to curb offshore speculators (and even those who, like Kenny Gu, who are now landed immigrants), but this politically motivated tax might well be called the BC libs' 'boomerang' tax... coming to bite them in the as$ for their hypocritical flipflopping via Jing Li in a civil class suit. seems David Eby had a more sound approach, also echoed by UBC school of business. http://www.vancourier.com/news/ndp-housing-critic-slams-premier-s-affordable-rental-announcement-1.2348306excerpt:''Eby said the government needs to fix the foreign buyers tax, which he called poorly conceived and designed to avoid bad headlines, to make sure it doesn?????????????????t have to pay the money back and it also needs to make a long-term commitment to a multi-year housing plan with targets for numbers of units.?????????????????Because this ad hoc political approach to housing hasn?????????????????t worked,??he said. Eby wants the government to adopt the Sauder School of Business proposal to tax people who don?????????????????t live, work and pay taxes in British Columbia with an extra property tax, which would be collected every year ?????????????????and would provide sustainable and ongoing funding for housing and would also capture all the money that?????????????????s already in the housing market and would avoid the constitutional problem that their tax has.?? See more at: http://www.vancourier.com/news/ndp-housing-critic-slams-premier-s-affordable-rental-announcement-1.2348306#sthash.z2qLoP2D.dpuf",measures curb offshore speculators even like Kenny Go landed immigrants politically motivated tax might well called BY lib boomerang tax coming bite hypocritical flipflopping via King i civil class suit seems David by sound approach also echoed BY school business help wow vancourier com news nip housing critic slams premier affordable rental announcement a 2348306excerpt by said government needs fix foreign buyers tax called poorly conceived designed avoid bad headlines make sure pay money back also needs make long term commitment multi year housing plan targets numbers units Because and how political approach housing worked said by wants government adopt Sander School Business proposal tax people live work pay taxes British Columbia extra property tax would collected every year would provide sustainable ongoing funding housing would also capture money already housing market would avoid constitutional problem tax See help wow vancourier com news nip housing critic slams premier affordable rental announcement a 2348306 sthash z2qLoP2D put,"c(""anticipation"", ""fear"", ""sadness"", ""trust"")",0,1,0,1,0,1,0,1,244,0.167289965,0.059876633
source1_32013536_28,"Henry Yu has made a name for himself by being a champion of Chinese immigrants and calling attention to the abuses they were subject to 100, 200 years ago. It is his JOB to continue this line of research and find racism in every piece of legislation, however innocent it is. His stance against racism is actually his bread and butter.",Henry YOu made name champion Chinese immigrants calling attention abuses subject 100 200 years ago It JOB continue line research find racism every piece legislation however innocent His stance racism actually bread butter,trust,0,0,0,0,0,0,0,1,59,0.289585169,-0.004091461
source1_32013536_29,How politically correct of you heir professor to push the racism mute button. You should start throwing around the term Chinphobic; it works pretty well for Muslims.,How politically correct heir professor push racism mute button You start throwing around term Chinphobic works pretty well Muslims,"c(""anticipation"", ""trust"")",0,1,0,0,0,0,0,1,27,0.340168026,0.262513451
source1_32013536_30,please.... man what a rag this thing has turned into .,please man rag thing turned,0,0,0,0,0,0,0,0,0,10,0.707106781,0.54568633
source1_32013536_32,"Canadians who might like to retire in Vancouver outnumbered 40:1 by China alone. If foreigners are allowed free range access to property, ere's no chance of ownership in your own country, because you did too good a job of making it attractive. Not. Pay the 15% and flip as you choose.",Canadians might like retire Vancouver outnumbered 40 a China alone If foreigners allowed free range access property ere chance ownership country good job making attractive Not Pay 15 flip choose,0,0,0,0,0,0,0,0,0,49,0.161465236,-0.107030526
source1_32013536_37,'The word ?????????????????foreign??is an interesting word. It means different things to different people. 'What does it mean to Chinese people?,The word foreign interesting word It means different things different people What mean Chinese people,0,0,0,0,0,0,0,0,0,21,0.222228894,0.075673
source1_32013536_38,Foreigners have no right to purchase whatever they want in Canada. Anyone who is not a permanent resident by definition should not need to purchase a home. They can rent. This is all about storing wealth and making money flipping homes. The BC Government has now stopped a big business that foreigners were making in BC and the foreigners do not like losing this business. Homes are not to be treated like blocks of gold to be stuffed in the deposit boxes of foreigners. They are needed for people to live in.,Foreigners right purchase whatever want Canada Anyone permanent resident definition need purchase home They rent This storing wealth making money flipping homes The BY Government stopped big business foreigners making BY foreigners like losing business Homes treated like blocks gold stuffed deposit boxes foreigners They needed people live,"c(""anger"", ""joy"", ""trust"")",1,0,0,0,1,0,0,1,92,0.197956071,0.013727974
source1_32013536_52,No. It is a colour-blind tax designed to discourage the wealthy. It affects a wealthy WASP American buyer in the same way it affects any other non-WASP demographic. Enough said. Drop the race card. Next issue please.,No It colour blind tax designed discourage wealthy It affects wealthy WASP American buyer way affects non WASP demographic Enough said Drop race card Next issue please,sadness,0,0,0,0,0,1,0,0,39,0.151258401,-0.086282387
source1_32013536_59,"No, Henry, it's not a new head tax. The New head tax is the Quebec Immigrant Investor Program. I didn't read about your opposition to the QIIP. The head tax was $8,000 each, in today's equivalent dollars. The QIIP is $800,000 as a loan, effectively $200,000 or more in opportunity cost to the immigrant over 5 years. That's 25 times the value of the earlier head tax!",No Henry new head tax The New head tax Quebec Immigrant Investor Program I read opposition QIIP The head tax a 000 today equivalent dollars The QIIP 800 000 loan effectively 200 000 opportunity cost immigrant a years That 25 times value earlier head tax,sadness,0,0,0,0,0,1,0,0,62,0.203990641,0.05317013
source1_32013536_69,"C'mom, Mr. Yu, you want to say it is the new head tax, just say so, why all those weasel words and fake question marks? Your logics is laughable and playing the race card is all too transparent. The tax is for all foreigners, just because most of the players in the current Vancouver market is Chinese doesn't make it racist. Will you have the same question of head tax if it is mostly the Russians who buys real estate in Vancouver and now face the 15% tax? I guess not!",A mon Or YOu want say new head tax say weasel words fake question marks Your logic laughable playing race card transparent The tax foreigners players current Vancouver market Chinese make racist Will question head tax mostly Russians buys real estate Vancouver face 15 tax I guess,sadness,0,0,0,0,0,1,0,0,90,0.08540401,-0.073769753
source1_32013536_75,"It's absolutely not racist, I've lived in Vancouver since I was born and it's gotten to the point where there's a mass exodus of locals (of any race) to find somewhere where they can live in a reasonable way. Vancouver is becoming (if it hasn't already) a city with 2 classes the rich, or the just trying to scrape by. And I major part of that is due to exploitative foreign investment. I think people wouldn't be so upset if it weren't for the fact that many of these buyers either leave the purchased property empty as an investment, or have no interest in becoming part of the community at large viewing BC not as a new home but something to be taken advantage of. There are clubs, businesses, even entire suburbs where you are not welcome as an outsider or will struggle to get fair service. I have no problem with Chinese people or Koreans in fact I lived in Japan and Korea for 3 years and loved the places and it's peoples. or issues with anyone else, I'm French Canadian and first Nations. If masses of French citizens were doing the same thing I'd have just as much of a problem. I think if anything this article shows how much of an issue Chinese exploitative investment is, when BC passes a tax on 'foreign' buyers and there's instantly a backlash of people claiming it's racism against the Chinese just shows how disproportionately large of a stake China has compared to anyone else.",It absolutely racist I lived Vancouver since I born gotten point mass exodus locals race find somewhere live reasonable way Vancouver becoming already city a classes rich trying scrape And I major part due exploitative foreign investment I think people upset fact many buyers either leave purchased property empty investment interest becoming part community large viewing BY new home something taken advantage There clubs businesses even entire suburbs welcome outsider struggle get fair service I problem Chinese people Koreans fact I lived Japan Korea a years loved places peoples issues anyone else I French Canadian first Nations If masses French citizens thing I much problem I think anything article shows much issue Chinese exploitative investment BY passes tax foreign buyers instantly backlash people claiming racism Chinese shows disproportionately large stake China compared anyone else,"c(""fear"", ""sadness"")",0,0,0,1,0,1,0,0,252,0.23409536,-0.077215043
source1_32013536_77,"Ia left leaning centrist, just reading the headline is an insult to CanadiansTrying to prevent a distortion of the housing write by foreign citizens is now considered a racist head taxNext thing we will be criticized by Saudi Arabian spokesman being unfair to women and religious minority'sFix the problems in your own country before smearing us",a left leaning centrist reading headline insult CanadiansTrying prevent distortion housing write foreign citizens considered racist head taxNext thing criticized Saudi Arabian spokesman unfair women religious minority six problems country smearing us,"c(""anger"", ""disgust"", ""sadness"", ""trust"")",1,0,1,0,0,1,0,1,56,0,-0.721605353
source1_32013536_86,In my opinion this is not a head tax. But yes there is a head tax alright. It is I believe $ 5 Million cash you have to put up for investment for a few years to get a permit for living in canada. You could call this really a head tax for wealthy people only.,In opinion head tax But yes head tax alright It I believe a Million cash put investment years get permit living canada You could call really head tax wealthy people,sadness,0,0,0,0,0,1,0,0,54,0.246426457,0.181443711
source1_32013536_88,"Perhaps we need a rethink. Why not a Non Profit Corporation largely staffed by volunteers (retirees with expertise? others?), using government owned land (park perimeters, reclaimed alleyways, higher density over schools, gov't buildings, community centres, etc.) producing high density rentals at cost recovery. This is probably above subsidized rates, but below market rates, and it goes down over time. It greatly increases availability of medium costt accommodation without adding debt. And try to streamline and speed up the project approval and delivery process as that is one of the big problems. If there are available lower cost alternatives it will have a moderating effect on markets. There are other alternatives, but this was a reasonable example. When in doubt, work smart.",Perhaps need rethink Why Non Profit Corporation largely staffed volunteers retirees expertise others using government owned land park perimeters reclaimed alleyways higher density schools gov buildings community centres etc producing high density rentals cost recovery This probably subsidized rates market rates goes time It greatly increases availability medium cost accommodation without adding debt And try streamline speed project approval delivery process one big problems If available lower cost alternatives moderating effect markets There alternatives reasonable example When doubt work smart,"c(""sadness"", ""trust"")",0,0,0,0,0,1,0,1,121,0.190285975,0.214210803
source1_32013536_90,"The historic head tax was meant to dissuade ethnic Chinese from coming to and staying in BC. As the BC property transfer tax applies to individuals who are neither Canadian citizens nor permanent residents, it's intent and effect will be to encourage foreigners, Chinese among others, who weren't intending to stay in BC to become permanent residents or citizens. So the intent and effect is the opposite of the head tax.",The historic head tax meant dissuade ethnic Chinese coming staying BY As BY property transfer tax applies individuals neither Canadian citizens permanent residents intent effect encourage foreigners Chinese among others intending stay BY become permanent residents citizens So intent effect opposite head tax,sadness,0,0,0,0,0,1,0,0,71,0.098631062,-0.03471938
source1_32013536_93,"Anyways, it seems like a head tax will stop cheats, no?",Anyways seems like head tax stop cheats,0,0,0,0,0,0,0,0,0,11,0,-0.422115882
source1_32746841_10,Terrible concession speech globe and fail. Hopefully Hillary's is better.,Terrible concession speech globe fail Hopefully Hillary better,0,0,0,0,0,0,0,0,0,10,0.971288719,0.01319516
source1_32746841_121,"It will be a curious time in 4 years from now: voters in the Midwest who elected Trump will be forced to accept that the jobs did not come back, the US manufacturing sector cannot be revived on populist rehtoric, that the economy will have shrunk badly since 2016, inflation will be at decade-high levels, interest rates will be rising, and the only real choice to stop the nightmare is to elect a far-left democratic candidate who makes Clinton look like a Republican. But i do wish them all the best with their choice.",It curious time a years voters Midwest elected Trump forced accept jobs come back US manufacturing sector revived populist rehtoric economy shrunk badly since 2016 inflation decade high levels interest rates rising real choice stop nightmare elect far left democratic candidate makes Clinton look like Republican But wish best choice,"c(""anticipation"", ""fear"", ""trust"")",0,1,0,1,0,0,0,1,94,0.671108449,0.339535295
source1_32746841_126,"What did The Globe get wrong? The paper and some of its columnists warned against electing a man who is a racist, a boor, a sexist. A fraud, who has stiffed thousands of contractors for money and hasn't paid income taxes for decades. A bully who has talked about using nuclear weapons. So he won the election. That doesn't change his moral and character shortcomings. The Globe made the right call. People who think this sleazy salesman is going to bring back America of the 1960s are in for a big surprise. As the saying goes: you can't go back.",What The Globe get wrong The paper columnists warned electing man racist boor sexist A fraud stiffed thousands contractors money paid income taxes decades A bully talked using nuclear weapons So election That change moral character shortcomings The Globe made right call People think sleazy salesman going bring back America 1960s big surprise As saying goes go back,"c(""anger"", ""fear"")",1,0,0,1,0,0,0,0,100,0.311277424,-0.15151751
source1_32746841_15,"MARGARET WENTEIf Trump wins, I?????????????????ll eat this columnMARGARET WENTEThe Globe and MailPublished Friday, Mar. 18, 2016 10:43AM EDTLast updated Wednesday, Nov. 09, 2016 1:37AM ESTout of touch with reality",MARGARET WENTEIf Trump wins I eat columnMARGARET WENTEThe Globe MailPublished Friday Mar 18 2016 10 43AM EDTLast updated Wednesday Nov 09 2016 a 37AM ESTout touch reality,0,0,0,0,0,0,0,0,0,26,0,0.098058068
source1_32746841_31,"Cheers, y'all!!!",Cheers,0,0,0,0,0,0,0,0,0,2,0,0.707106781
source1_32746841_32,"More left-wing garbage spewed by the Globe. To wit:'It means America's allies are left with questions about where they stand.' Umm, Globe editorialists, haven't you noticed yet that Syria is in shambles, and that Obama's 'pivot' to Asia is invisible?'It means the Great Wall of Mexico is on the table.' Yeah, right. Can the Globe's editorialists possibly become more juvenile, pedantic, idiotic and whiney?",More left wing garbage spewed Globe To wit It means America allies left questions stand Hmm Globe editorialists noticed yet Syria shambles Obama pivot Asia invisible It means Great Wall Mexico table Yeah right Can Globe editorialists possibly become juvenile pedantic idiotic whitney,disgust,0,0,1,0,0,0,0,0,67,0.46551768,-0.044738495
source1_32746841_33,The G&M along with other msm disparaged Trump in every article written for the long campaign and now can't really grasp what happened. How can the G&M believe that a totally one sided view is in any way accurately reflecting the reality when the other half is written off as not existing because they just don't want to recognise it.,The A A along mem disparaged Trump every article written long campaign really grasp happened How A A believe totally one sided view way accurately reflecting reality half written existing want recognise,0,0,0,0,0,0,0,0,0,62,0.021121884,-0.209601133
source1_32746841_34,Why did Trump get elected - because it is 2016.,Why Trump get elected 2016,0,0,0,0,0,0,0,0,0,8,0,-0.035355339
source1_32746841_35,It means the public is sick of dishonest career politicians and their intellectual elite supporters bearing the feeling of entitlement to rule.,It means public sick dishonest career politicians intellectual elite supporters bearing feeling entitlement rule,"c(""anticipation"", ""disgust"", ""sadness"", ""trust"")",0,1,1,0,0,1,0,1,22,0,0.12792043
source1_32746841_38,A lot of specious twaddle there about their policy prognostications. Probably as reliable as the numerous times they said Clinton would win.,A lot specious twaddle policy prognostications Probably reliable numerous times said Clinton would win,0,0,0,0,0,0,0,0,0,22,0.204124145,0.157526075
source1_32746841_39,"'He?????????????????s hardly the choice of the establishment, media, cultural, business or political.'Which is precisely why he became the choice of The People. The People have woken up to the enmity they've been receiving from the establishment and they decided not to take it any more.",He hardly choice establishment media cultural business political Which precisely became choice The People The People woken enmity receiving establishment decided take,0,0,0,0,0,0,0,0,0,47,0.196469905,0.134951021
source1_32746841_4,Among many other things it demonstrates just how out of touch and co-opted the globe editorial board and many of your columnists are. The lack of honest reporting and analysis which has been replaced by a poorly veiled agenda representing narrow interests while purporting otherwise.,Among many things demonstrates touch co opted globe editorial board many columnists The lack honest reporting analysis replaced poorly veiled agenda representing narrow interests purporting otherwise,anticipation,0,1,0,0,0,0,0,0,46,0.037688918,-0.029085179
source1_32746841_5,"The Globe and Mail printed this outrageous propaganda this morning. This is to stop as it reflects a paper inhinged.***A fascist?????????????????s win; America?????????????????s moral lossSARAH KENDZIORSpecial to The Globe and MailPublished Wednesday, Nov. 09, 2016 7:27AM ESTLast updated Wednesday, Nov. 09, 2016 7:30AM EST",The Globe Mail printed outrageous propaganda morning This stop reflects paper inhinged A fascist win America moral lossSARAH KENDZIORSpecial The Globe MailPublished Wednesday Nov 09 2016 a 27AM ESTLast updated Wednesday Nov 09 2016 a 30AM EST,0,0,0,0,0,0,0,0,0,43,0.358899686,-0.236372636
source1_32746841_56,stop lecturing us,stop lecturing us,0,0,0,0,0,0,0,0,0,3,0,-0.230940108
source1_32746841_61,Trump was primarily a populist choice. Populism while sounding great rarely works out well. Look at Venezuela.,Trump primarily populist choice Populism sounding great rarely works well Look Venezuela,0,0,0,0,0,0,0,0,0,17,0.067303061,0.081931708
source1_32746841_63,Happy days are here again.,Happy days,0,0,0,0,0,0,0,0,0,5,0,0.335410197
source1_32746841_68,"A shake-up of the entrenched, calcified, corrupt system was in order. A more thoughtful and constructive approach couldn't survive the political/media process. So, we got the loose-cannon Trump. Will he make changes in the interest of ordinary Americans? Or, will he revert to type as a member of the economic elite, maintaining the advantages of his class? The best hope for real change may well come from people mobilizing in the wake of the chaos that Trump will bring. If that happens, the Trump presidency will not have been such a bad thing.",A shake entrenched calcified corrupt system order A thoughtful constructive approach survive political media process So got loose cannon Trump Will make changes interest ordinary Americans Or revert type member economic elite maintaining advantages class The best hope real change may well come people mobilizing wake chaos Trump bring If happens Trump presidency bad thing,"c(""anger"", ""fear"", ""surprise"", ""trust"")",1,0,0,1,0,0,1,1,96,0.311179212,0.074702068
source1_32746841_79,"'He?????????????????s hardly the choice of the establishment, media, cultural, business or political.' Here is the big call out. None of those get to pick the leader in a democracy, the leader be it President, Prime Minister or Premier is picked by the people. I think the big lesson here is for media to be more diligent rather than partisan. If the MSM want's to push an agenda then rather than telling the people who to vote for try being less biased and hold governments to account even your precious PM Justin.",He hardly choice establishment media cultural business political Here big call None get pick leader democracy leader President Prime Minister Premier picked people I think big lesson media diligent rather partisan If MEM want push agenda rather telling people vote try less biased hold governments account even precious PM Justin,"c(""anticipation"", ""trust"")",0,1,0,0,0,0,0,1,92,0.1461633,0.099672347
source1_32746841_80,"What's the old saying, 'people get the government they deserve' ? And so it is.",What old saying people get government deserve And,0,0,0,0,0,0,0,0,0,14,0.111803399,-0.086280585
source1_32746841_85,"Mr Trudeau and his ministers need to put their various pet projects aside for the time being and sit down for a really serious discussion of the Canadian economy and the implications of Mr Trump's victory for it and what some of the scenarios look like. Then Mr Trudeau needs to have the same conversation with the premiers. That doesn't necessarily mean getting rid of carbon taxes, but it certainly means making them genuinely revenue neutral. That means returning all the revenue to individuals and corporations in the form of reduced taxes, including corporate taxes and regulatory costs, to maintain competitiveness. That's what economists who proposed carbon taxes originally had in mind, rather than treating carbon taxes as a big sin tax that goes into general revenues for addressing deficits and paying for pet projects, as our governments tend to regard them. Otherwise, we jeopardize Canadian competitiveness and prosperity. Arrogantly and contemptuously dismissing these concerns as not worthy of consideration in comparison to the fate of the earth or whatever will just increase the likelihood of Canada producing its own Trump three or four years from now. For the long term, we need not only to defend the Canada-US free trade agreement, even if it is modified in some way, but to expand our trade connections with other countries. CETA is a good start. However it is also important to grow our own internal market. That means eliminating interprovincial barriers to trade in goods and services. Here Mr Trudeau needs to start knocking some provincial premier heads. And it means increasing Canada's population. The advantage of increased population, so long as it is a productive population that isn't just an overall drain on resources, is that it increases the internal market and makes it less susceptible to the inevitable vicissitudes of foreign trade and isolationist eruptions elsewhere. That's a great advantage the United States and Europe have and Canada lacks. Faced with a situation like Mr Trump's victory, Mr Chretien and Mr Martin would have sat down for some blunt conversations with members of their own party and provincial counterparts , as they did concerning the implications of the deficit for Canadian prosperity. Mr Trudeau needs to show he is made of the same stuff.",Or Trudeau ministers need put various pet projects aside time sit really serious discussion Canadian economy implications Or Trump victory scenarios look like Then Or Trudeau needs conversation premiers That necessarily mean getting rid carbon taxes certainly means making genuinely revenue neutral That means returning revenue individuals corporations form reduced taxes including corporate taxes regulatory costs maintain competitiveness That economists proposed carbon taxes originally mind rather treating carbon taxes big sin tax goes general revenues addressing deficits paying pet projects governments tend regard Otherwise jeopardize Canadian competitiveness prosperity Arrogantly contemptuously dismissing concerns worthy consideration comparison fate earth whatever increase likelihood Canada producing Trump three four years For long term need defend Canada US free trade agreement even modified way expand trade connections countries BETA good start However also important grow internal market That means eliminating interprovincial barriers trade goods services Here Or Trudeau needs start knocking provincial premier heads And means increasing Canada population The advantage increased population long productive population overall drain resources increases internal market makes less susceptible inevitable vicissitudes foreign trade isolationist eruptions elsewhere That great advantage United States Europe Canada lacks Faced situation like Or Trump victory Or Chretien Or Martin would sat blunt conversations members party provincial counterparts concerning implications deficit Canadian prosperity Or Trudeau needs show made stuff,"c(""anticipation"", ""trust"")",0,1,0,0,0,0,0,1,375,0.246773385,0.202073418
source1_32746841_90,"Other than the socons, ALL GOOD NEWS IMO!",Other second ALL GOOD NEWS LIMO,0,0,0,0,0,0,0,0,0,8,0,0.265165043
source1_32746841_91,"'Tuesday?????????????????s results leave Congress firmly in the hands of Republicans ??which means the Trump program, such as it is, can be enacted.'That statement assumes the Republican house and senate will cooperate with Trump. I don't think that's going to happen. Let the circus begin.",Tuesday results leave Congress firmly hands Republicans means Trump program enacted That statement assumes Republican house senate cooperate Trump I think going happen Let circus begin,"c(""surprise"", ""trust"")",0,0,0,0,0,0,1,1,46,0.092469678,0.055137592
source1_32803341_10,I just got censored yet again by the Globe..... or is it Pravda,I got censored yet Globe Pravda,0,0,0,0,0,0,0,0,0,13,0.188561808,-0.145516355
source1_32803341_111,Margaret Thatcher is considered by many as one of the best leaders of the 20th century. She was definitely a woman - and a strong one at that. Hillary didn't turn people off because she's a woman. She turned people off because she's Hillary.,Margaret Thatcher considered many one best leaders 20th century She definitely woman strong one Hillary turn people woman She turned people Hillary,0,0,0,0,0,0,0,0,0,43,0.129081382,0.130033165
source1_32803341_121,"Hillary Clinton wasn't defeated for being a woman, she was defeated by her own failings. she was the ultimate eistablishment canidate in a election where the hunger for change, on both sides (hence Bernie Sanders strong run) was very real.",Hillary Clinton defeated woman defeated failings ultimate eistablishment canidate election hunger change sides hence Bernie Sanders strong run real,sadness,0,0,0,0,0,1,0,0,40,0.014142136,-0.010913727
source1_32803341_122,"Very well said... and thank you for shouting it from the rooftops. The morning my children and I woke up to the horrible reality of Trump winning, my 14 year-old daughter asked me how it happened how a woman could be hated so much that a racist, sexist bully could be the preferable choice over Ms. Clinton. Barely able to explain it to myself, I struggled to find the words I needed to tell her that her voice, her vote, her existence mattered in the face of such insanity taking place in the U.S. Days later, I'm still trying to find the answer and I appreciate your take on it. If Trump was a protest vote, then clearly Americans chose to protest civility, inclusion, reason, kindness and collaboration. More than ever before in my life (and yes, I was born in the States but have lived here since I was 10), I'm grateful to be a Canadian, but I'm not sure I will ever be able to explain this presidency to my daughter or my two sons. One thing for sure, with strong, intelligent women like you and so many others willing to speak up and lean in, my daughter will have role models to follow. Thank you.",Very well said thank shouting rooftops The morning children I woke horrible reality Trump winning 14 year old daughter asked happened woman could hated much racist sexist bully could preferable choice Is Clinton Barely able explain I struggled find words I needed tell voice vote existence mattered face insanity taking place A A Days later I still trying find answer I appreciate take If Trump protest vote clearly Americans chose protest civility inclusion reason kindness collaboration More ever life yes I born States lived since I 10 I grateful Canadian I sure I ever able explain presidency daughter two sons One thing sure strong intelligent women like many others willing speak lean daughter role models follow Thank,"c(""anger"", ""joy"", ""surprise"", ""trust"")",1,0,0,0,1,0,1,1,208,0.378338718,0.2374326
source1_32803341_124,I will re-read this in the months or years to come. I cannot read this now.,I read months years come I read,0,0,0,0,0,0,0,0,0,17,0,0
source1_32803341_22,"Ms. Henein is a brilliant lawyer and well her opinion piece was well written she missed so many other subtleties. Many minorities did not like Hillary. They saw her as an entitled white woman. Read the Detroit papers if you don't think so. It's not something the defeated want to discuss or address, but they know it and will never admit it. If they came out in force as to what they did for Barack Obama in 2008 or 2012, this opinion would not be in electronic print. No, I don't like Donald Trump but neither do I like Hillary Clinton. Gender had nothing to do with it and your path to shattering the glass ceiling certainly does not rest with Hillary Clinton. It may have been shattered decades ago. You only have to look.",Is Henein brilliant lawyer well opinion piece well written missed many subtleties Many minorities like Hillary They saw entitled white woman Read Detroit papers think It something defeated want discuss address know never admit If came force Barack Obama 2008 2012 opinion would electronic print No I like Donald Trump neither I like Hillary Clinton Gender nothing path shattering glass ceiling certainly rest Hillary Clinton It may shattered decades ago You look,"c(""anger"", ""anticipation"", ""fear"", ""joy"", ""sadness"", ""trust"")",1,1,0,1,1,1,0,1,133,0.191571602,-0.013971401
source1_32803341_27,You can tell your daughters that a candidate is neither a good candidate nor a bad candidate based on her gender. And you can tell them that Clinton was a bad candidate. As bad as Trump? To some. Especially to those who saw this election as an opportunity to blow up the status quo - a status quo that Clinton personified.,You tell daughters candidate neither good candidate bad candidate based gender And tell Clinton bad candidate As bad Trump To Especially saw election opportunity blow status quo status quo Clinton personified,"c(""anger"", ""disgust"", ""fear"", ""sadness"")",1,0,1,1,0,1,0,0,60,0.256098001,-0.058284543
source1_32803341_28,"She lost because she was a weak leader, insider, scandal ridden, unrelatable, too scripted. We don't want to keep relitigating this. If she was a man, she would be Mitt Romney. And therefore would have lost.",She lost weak leader insider scandal ridden unbeatable scripted We want keep relitigating If man would Mitt Romney And therefore would lost,sadness,0,0,0,0,0,1,0,0,36,0.339336454,-0.436144107
source1_32803341_34,"Huh? I am a woman who voted for Trump. Mrs. Clinton (even the New York Times reported on this in October) orchestrated attacks on the women who came forward to say Bill Clinton had sexually assaulted them. She hired DC private investigator Terry Lenzner to go after them. Mrs. Clinton was no friend to women if she considered them roadblocks on her desired path to power. Additionally, Donald Trump hired Kellyanne Conway the first female campaign manager in a Presidential campaign. She is being credited for steering Trump to victory. He also had Hope Hicks as his spokesperson. Trump is not afraid to hire strong and powerful and outspoken women",Huh I woman voted Trump Mrs Clinton even New York Times reported October orchestrated attacks women came forward say Bill Clinton sexually assaulted She hired DO private investigator Terry Lender go Mrs Clinton friend women considered roadblocks desired path power Additionally Donald Trump hired Kellyanne Conway first female campaign manager Presidential campaign She credited steering Trump victory He also Hope Hicks spokesperson Trump afraid hire strong powerful outspoken women,"c(""anticipation"", ""joy"", ""surprise"", ""trust"")",0,1,0,0,1,0,1,1,110,0.129581821,0.084819568
source1_32803341_43,Maybe Hillary didn't lose because she was a woman. Maybe she wasn't the right woman for the job.,Maybe Hillary lose woman Maybe right woman job,0,0,0,0,0,0,0,0,0,18,0.247487373,-0.091666667
source1_32803341_45,Tell you daughters that it was a free and fair election and that 42% of all women voted for Trump. 53% of white females voted for Trump. 45% of College educated white women voted for Trump. http://qz.com/833003/election-2016-all-women-voted-overwhelmingly-for-clinton-except-the-white-ones/,Tell daughters free fair election 42 women voted Trump 53 white females voted Trump 45 College educated white women voted Trump help of com 833003 election 2016 women voted overwhelmingly clinton except white ones,0,0,0,0,0,0,0,0,0,47,0.147166983,0.199405707
source1_32803341_49,He won the same way you won your battles. He out smarted them all! Sometimes as you know Marie the one with the wits gets the high chair and the coin!,He way battles He smarted Sometimes know Marie one wits gets high chair coin,0,0,0,0,0,0,0,0,0,31,0.080728761,0.098446366
source1_32803341_5,"Nobody really cares if a woman or man holds the highest office, is a BOD or the CEO of a fortune 500 company. People just don't care, most of us have far more important things in life to worry about. Hillary is not a woman running for office, she was a person competing for a job and the people decided she didn't fit the bill. Get over it!",Nobody really cares woman man holds highest office BOD CO fortune 500 company People care us far important things life worry Hillary woman running office person competing job people decided fit bill Get,anticipation,0,1,0,0,0,0,0,0,67,0.132412396,-0.067468161
source1_32803341_51,All these people keep talking about how they cried when she wasn't elected. Maybe they should spend more time getting on with life and work and stop crying.,All people keep talking cried elected Maybe spend time getting life work stop crying,0,0,0,0,0,0,0,0,0,28,0.077442914,-0.222589688
